
5d056bcc-014d-4163-bcc9-c83dbf7233b3, HIGH, 33, 78, 0, 0, 0, 0, 1666200747435
afcc9658-bc78-4d47-91c5-2a6b310d7de6, MEDIUM, 4, 55, 0, 1, 0, 0, 1666200747435
5cd0f7b1-6359-4db1-922f-30fc46535c0d, HIGH, 36, 80, 0, 2, 0, 0, 1666200747435
ce20086c-cb9b-4e74-9bf4-542a10594aa9, HIGH, 45, 98, 0, 3, 0, 0, 1666200747435
ce20086c-cb9b-4e74-9bf4-542a10594aa9, HIGH, 44, 83, 0, 4, 15, 1, 1666200747436
5d056bcc-014d-4163-bcc9-c83dbf7233b3, HIGH, 32, 63, 0, 5, 15, 1, 1666200747436
d312ca17-8a7a-4672-9325-93e6c7d8abe8, HIGH, 33, 12, 0, 6, 0, 0, 1666200747437
d312ca17-8a7a-4672-9325-93e6c7d8abe8, HIGH, 0, 0, 3, 6, 12, 1, 1666200747438
3c98b977-0628-4159-a325-e6bedaba5813, HIGH, 21, 3, 0, 7, 0, 0, 1666200747442
3c98b977-0628-4159-a325-e6bedaba5813, HIGH, 0, 0, 15, 7, 3, 1, 1666200747461
ce20086c-cb9b-4e74-9bf4-542a10594aa9, HIGH, 43, 68, 0, 8, 30, 2, 1666200747463
b00fe442-6161-4d3f-851f-26858a0e90be, HIGH, 18, 58, 0, 9, 0, 0, 1666200747463
5cd0f7b1-6359-4db1-922f-30fc46535c0d, HIGH, 35, 65, 0, 10, 15, 1, 1666200747463
ce20086c-cb9b-4e74-9bf4-542a10594aa9, HIGH, 42, 38, 0, 11, 60, 3, 1666200747463
a68e9750-6b78-4ba0-b521-8823077de242, LOW, 11, 55, 0, 12, 0, 0, 1666200747463
91ea90ef-4790-48cf-87bc-5ea8b650b19c, LOW, 59, 33, 0, 13, 0, 0, 1666200747463
a68e9750-6b78-4ba0-b521-8823077de242, LOW, 10, 40, 0, 14, 15, 1, 1666200747463
91ea90ef-4790-48cf-87bc-5ea8b650b19c, LOW, 58, 18, 0, 15, 15, 1, 1666200747464
5d056bcc-014d-4163-bcc9-c83dbf7233b3, HIGH, 31, 48, 0, 16, 30, 2, 1666200747464
