
91ea90ef-4790-48cf-87bc-5ea8b650b19c, LOW, 0, 0, 12, 18, 33, 3, 1666200748260
5cd0f7b1-6359-4db1-922f-30fc46535c0d, HIGH, 0, 0, 10, 23, 80, 4, 1666200748260
3c98b977-0628-4159-a325-e6bedaba5813, HIGH, 0, 0, 15, 7, 3, 1, 1666200748260
a60074ad-cb2c-4f90-b68a-e1fcea3e7594, HIGH, 0, 0, 24, 19, 18, 2, 1666200748260
ce20086c-cb9b-4e74-9bf4-542a10594aa9, HIGH, 0, 0, 16, 20, 98, 5, 1666200748260
afcc9658-bc78-4d47-91c5-2a6b310d7de6, MEDIUM, 0, 0, 5, 34, 55, 4, 1666200748260
30c00284-4f78-44bd-8872-819f9f59ac44, LOW, 0, 0, 12, 40, 83, 6, 1666200748260
5d056bcc-014d-4163-bcc9-c83dbf7233b3, HIGH, 0, 0, 7, 27, 78, 5, 1666200748260
0b0f5f18-7566-4e68-87dd-78a3fe61d7bf, MEDIUM, 0, 0, 9, 47, 81, 6, 1666200748261
b00fe442-6161-4d3f-851f-26858a0e90be, HIGH, 0, 0, 23, 48, 58, 4, 1666200748261
c04767f4-aa46-4363-b9e7-ac56d5c29bff, HIGH, 0, 0, 14, 22, 1, 1, 1666200748261
a68e9750-6b78-4ba0-b521-8823077de242, LOW, 0, 0, 12, 32, 55, 4, 1666200748261
c94fd98f-e548-4ffa-a818-c7ddc5c459e8, HIGH, 252, 0, 6, 49, 47, 2, 1666200748261
d312ca17-8a7a-4672-9325-93e6c7d8abe8, HIGH, 0, 0, 3, 6, 12, 1, 1666200748261
ae3263b2-efcf-4d47-a075-3cb631cf491b, HIGH, 0, 0, 0, 41, 42, 2, 1666200748261
