
91ea90ef-4790-48cf-87bc-5ea8b650b19c, LOW, 7, 33, 0, 0, 0, 0, 1666200747427
5cd0f7b1-6359-4db1-922f-30fc46535c0d, HIGH, 36, 80, 0, 0, 0, 0, 1666200747428
3c98b977-0628-4159-a325-e6bedaba5813, HIGH, 21, 3, 0, 0, 0, 0, 1666200747428
ce20086c-cb9b-4e74-9bf4-542a10594aa9, HIGH, 45, 98, 0, 0, 0, 0, 1666200747429
a60074ad-cb2c-4f90-b68a-e1fcea3e7594, HIGH, 30, 18, 0, 0, 0, 0, 1666200747429
afcc9658-bc78-4d47-91c5-2a6b310d7de6, MEDIUM, 4, 55, 0, 0, 0, 0, 1666200747430
30c00284-4f78-44bd-8872-819f9f59ac44, LOW, 6, 83, 0, 0, 0, 0, 1666200747430
5d056bcc-014d-4163-bcc9-c83dbf7233b3, HIGH, 33, 78, 0, 0, 0, 0, 1666200747431
0b0f5f18-7566-4e68-87dd-78a3fe61d7bf, MEDIUM, 4, 81, 0, 0, 0, 0, 1666200747431
b00fe442-6161-4d3f-851f-26858a0e90be, HIGH, 18, 58, 0, 0, 0, 0, 1666200747432
c04767f4-aa46-4363-b9e7-ac56d5c29bff, HIGH, 24, 1, 0, 0, 0, 0, 1666200747432
a68e9750-6b78-4ba0-b521-8823077de242, LOW, 11, 55, 0, 0, 0, 0, 1666200747433
c94fd98f-e548-4ffa-a818-c7ddc5c459e8, HIGH, 15, 47, 0, 0, 0, 0, 1666200747433
d312ca17-8a7a-4672-9325-93e6c7d8abe8, HIGH, 33, 12, 0, 0, 0, 0, 1666200747434
ae3263b2-efcf-4d47-a075-3cb631cf491b, HIGH, 15, 42, 0, 0, 0, 0, 1666200747434
